"date","case.truth","case","death","mob","relR0","wt.suscept","wt.Rtx","newitot","Etot","Itot","S1","S2","newItot1","newItot2","E1","E2","I1","I2"
2020-03-01,0.382646565334034,3,0.00108504863598597,1,"uk",999980.24537037,2.275,10,9,5,999980.24537037,999984.333333333,10,0,9,0,5,0
2020-03-08,3.05772917957711,3,0.0282183782138772,1,"uk",999926.805555556,2.275,32.5,29,17,999926.805555556,999933.083333333,32.5,0,29,0,17,0
2020-03-15,9.7173968878169,5,0.132036223044863,1,"uk",999752.513888889,2.275,110.5,91,57,999752.513888889,999760.083333333,110.5,0,91,0,57,0
2020-03-22,31.126373774599,20,0.455733092813667,0.91,"uk",999285.125,2.275,310.5,251,161,999285.125,999286.75,310.5,0,251,0,161,0
2020-03-29,85.6839280988366,84,1.37963988426161,0.863142857142857,"uk",998094.791666667,2.275,812.5,628.5,421.5,998094.791666667,998109.833333333,812.5,0,628.5,0,421.5,0
2020-04-05,223.239987797648,229,3.74310976317808,0.897857142857143,"uk",994871.657407408,2.275,2153,1704.5,1126.5,994871.657407408,994918.666666666,2153,0,1704.5,0,1126.5,0
2020-04-12,590.320274594724,570,9.80795370083031,0.916714285714286,"uk",986430.782407408,2.275,5717,4456,3028,986430.782407408,986510.833333333,5717,0,4456,0,3028,0
2020-04-19,1544.39007459409,1597,25.6803362707856,0.886285714285714,"uk",966436.708333333,2.275,14062,10449,7303,966436.708333333,966500.416666666,14062,0,10449,0,7303,0
2020-04-26,3517.86182761781,3529,64.522325186971,0.729857142857143,"uk",933664.208333333,2.275,26524,16887.5,13384,933664.208333333,933926.749999999,26524,0,16887.5,0,13384,0
2020-05-03,5632.90196713981,5633,135.916263655511,0.371357142857143,"uk",912498.291666667,2.275,27026,11438,12814,912498.291666667,912806.916666666,27026,0,11438,0,12814,0
2020-05-10,4807.60613774865,4762,205.879744402968,0.275571428571428,"uk",901203.875,2.275,16964,6315.5,8397,901203.875,901597.583333332,16964,0,6315.5,0,8397,0
2020-05-17,2919.85555653224,2826,208.048226637757,0.282857142857143,"uk",894625.375,2.275,9787,3756,5050,894625.375,895180.333333332,9787,0,3756,0,5050,0
2020-05-24,1702.82439842219,1729,165.774613964419,0.276642857142857,"uk",891331.375,2.275,5702,2131.5,2954,891331.375,891899.083333332,5702,0,2131.5,0,2954,0
2020-05-31,993.945140506342,969,114.219096245408,0.325285714285714,"uk",889364.541666667,2.275,3529,1399.5,1822.5,889364.541666667,889956.249999999,3529,0,1399.5,0,1822.5,0
2020-06-07,627.459708342933,589,68.4854164487784,0.327642857142857,"uk",888455.032407408,2.275,2244.5,888.5,1149.5,888455.032407408,889062.416666665,2244.5,0,888.5,0,1149.5,0
2020-06-14,398.326341882251,421,40.9768156249975,0.342857142857143,"uk",888164.282407408,2.275,1444,574,739,888164.282407408,888771.749999999,1444,0,574,0,739,0
2020-06-21,257.72027129733,232,25.5760287988145,0.369857142857143,"uk",888194.532407407,2.275,952,390,488,888194.532407407,888808.416666665,952,0,390,0,488,0
2020-06-28,172.997883673239,152,16.0219849975587,0.407785714285714,"uk",888433.782407407,2.275,678.5,289,343.5,888433.782407407,889058.583333332,678.5,0,289,0,343.5,0
2020-07-05,124.744881178212,116,10.7858659447163,0.430071428571429,"uk",888787.865740741,2.275,513.5,221,259,888787.865740741,889424.916666665,513.5,0,221,0,259,0
2020-07-12,95.1942402478329,95,7.52388689830348,0.459214285714285,"uk",889260.365740741,2.275,400.5,177.5,203,889260.365740741,889896.749999999,400.5,0,177.5,0,203,0
2020-07-19,75.7340231136244,75,5.38366445315481,0.467785714285715,"uk",889787.115740741,2.275,326.5,145,163.5,889787.115740741,890393.916666666,326.5,0,145,0,163.5,0
2020-07-26,61.8593128113362,73,4.1839165887786,0.511714285714286,"uk",890355.699074074,2.275,277,128.5,137.5,890355.699074074,890957.999999999,277,0,128.5,0,137.5,0
2020-08-02,53.7295800859596,57,3.36605007475362,0.5295,"uk",890943.032407407,2.275,245,118,125.5,890943.032407407,891538.583333332,245,0,118,0,125.5,0
2020-08-09,48.4842715384072,46,2.74489042949597,0.542571428571429,"uk",891570.615740741,2.275,231.5,113.5,116,891570.615740741,892159.499999999,231.5,0,113.5,0,116,0
2020-08-16,46.2742739989056,49,2.49101558072678,0.591642857142857,"uk",892173.86574074,2.275,233,119,116.5,892173.86574074,892749.749999999,233,0,119,0,116.5,0
2020-08-23,56.496410502105,53,2.39879231649417,0.689285714285714,"uk",892480.886772793,2.70519141531323,434,264.5,223.5,892475.374999999,892489.949074074,268,163,149,117.5,137,85.5
2020-08-30,98.6587735686981,103,2.93215942293476,0.701428571428571,"uk",892420.288381994,2.8445802919708,687.5,434,355,892422.541666666,892418.041666666,342,343,192,238.5,167.5,177
2020-09-06,160.69884051514,160,4.34137120277408,0.708809523809524,"uk",891636.186296533,2.989040436457,1173,773.5,599.5,891667.624999999,891617.541666666,435,733.5,243.5,521.5,217,379
2020-09-13,284.742776851568,274,7.09239719605283,0.73047619047619,"uk",889457.269444445,3.1199268018018,2209,1513.5,1141,889489.333333334,889446.166666667,571,1649,329,1200.5,295,856.5
2020-09-20,553.135733816704,544,12.8448022551166,0.738809523809524,"uk",884125.934026639,3.21588122605364,4631,3280.5,2418,884187.074074075,884113.157407408,789.5,3778,452,2799,398,1962.5
2020-09-27,1162.4653962613,1177,24.8556554461125,0.697380952380952,"uk",872288.810407463,3.28791260315079,9379,6530,4836,872415.657407409,872273.208333334,1022,8309,579,5917,510,4292.5
2020-10-04,2352.23859730183,2325,49.6144875935217,0.709285714285714,"uk",847187.024147174,3.33325999641843,19556.5,13887,10116.5,847235.944444445,847183.361111111,1361.5,18183,772,13276.5,675,9466.5
2020-10-11,4956.87022663108,4951,102.181918830718,0.710952380952381,"uk",789212.511782214,3.36434797280864,40747.5,27947.5,20859,789797.208333333,789186.666666667,1740.5,39375.5,978.5,27200,867,20170.5
2020-10-18,10152.9884661469,10216,215.31105857822,0.740952380952381,"uk",682474.648641152,3.38177298478422,81331.5,54359,41528,683896.020833332,682435.1875,2200.5,79261,1184.5,53255,1092.5,40468.5
2020-10-25,19784.7883647601,19711,436.74215715215,0.794285714285714,"uk",503320.085719783,3.39300456202818,145940,89171,73365.5,505043.287037036,503290.037037036,2503,143539.5,1219,87697,1242.5,72104.5
2020-11-01,32372.0354047125,32124,801.450996236568,0.763809523809524,"uk",328253.267756241,3.39943664954294,182331.5,85320,88474,331425.249999999,328216.416666666,2088,179726,811,84589,1013.5,87183.5
2020-11-08,34761.6403911394,34920,1254.68641844928,0.754047619047619,"uk",214864.717162849,3.40331074418766,144681.5,57062.5,70404,219076.333333333,214830.416666666,1167.5,143352.5,394,56655.5,588.5,69888
2020-11-15,25705.9772756835,25702,1454.89348380909,0.749047619047619,"uk",162134.415501987,3.40533976151921,84796.5,29657.5,42576.5,166784.625,162104.958333333,534.5,84378,165.5,29527,277,42362.5
2020-11-22,14210.394659362,14149,1310.30257569819,0.74452380952381,"uk",142170.156050436,3.40672266033876,41987.5,13981,21705.5,146951.055555554,142145.750000001,213.5,41822.5,62,13920.5,116,21613
2020-11-29,6905.175249431,7040,948.243620069564,0.725714285714286,"uk",136879.05506646,3.40778741584671,19305.5,6334.5,10328,141806.624999999,136858.555555556,80,19230,23,6308,45,10292
2020-12-06,3161.11417756924,3164,573.398779843807,0.697857142857143,"uk",138015.070816523,3.40876296829971,8684,2848.5,4679.5,143640.768518519,137996.527777778,28.5,8646.5,8,2838,16,4664.5
2020-12-13,1418.46487213277,1426,296.460605797913,0.679047619047619,"uk",142320.517014696,3.40956754318123,3877.5,1264,2092.5,147872.666666666,142306.166666668,10,3869,3,1260.5,6,2087.5
2020-12-20,631.814673476406,657,139.969964388454,0.562619047619048,"uk",147933.227637174,3.41044365772823,1660.5,509,898.5,153657.277777777,147922.861111112,3,1656.5,1,506.5,3,896.5
2020-12-27,266.189255582943,273,63.0566672191268,0.570952380952381,"uk",154047.123575242,3.41085264301231,691.5,227,386,159667.481481482,154038.972222223,1,689.5,1,226.5,1,385
2021-01-03,115.132518051504,94,27.6666661016114,0.588095238095238,"uk",160291,3.4125,318.5,99.5,170.5,165884.986111112,160291,0,318.5,1,99,1,169.5
2021-01-10,52.1208188409821,51,12.0759314659258,0.655714285714286,"uk",166565.083333334,3.4125,144.5,50.5,80,172117.819444445,166565.083333334,0,143.5,0,50,1,79
2021-01-17,24.3375425705491,20,5.2903378065697,0.703095238095238,"uk",172859.63888889,3.4125,76,28,40.5,178398.652777779,172859.63888889,0,75,0,27.5,0,40
2021-01-24,13.0083334956526,12,2.40013893418424,0.693809523809524,"uk",179145.763888889,3.4125,40,14,21,184653.36111111,179145.763888889,0,39.5,0,14,0,21
2021-01-31,6.77981694590962,6,1.19510184983954,0.506190476190476,"uk",185413.875,3.4125,18,6,10,190918.930555556,185413.875,0,18,0,6,0,10
2021-02-07,2.91189948620386,3,0.588003055280724,0.393809523809524,"uk",191632.763888889,3.4125,7.5,3,4.5,197091.263888889,191632.763888889,0,7.5,0,2,0,4
2021-02-14,1.16099281683829,0,0.289779706103392,0.465238095238095,"uk",197797.958333334,3.4125,3,1,3,203210.263888889,197797.958333334,0,3,0,1,0,2
2021-02-21,0.504654400958915,1,0.1293238439583,0.448095238095238,"uk",203970.152777778,3.4125,1,1,1,209228.847222222,203970.152777778,0,1,0,1,0,1
